pass_type,n_passes,mean_lbs,mean_sgm,mean_sdi,mean_tiv,median_tiv,std_tiv,final_third_prob,box_entry_prob,shot_prob,goal_prob,percentage,pass_type_label
circulatory,14144,0.09749717194570136,0.9729675305509832,0.26330557675275074,-0.5140693275478435,-0.521472601201827,0.30829643862399064,0.0518947963800905,0.014493778280542987,0.04892533936651584,0.0067166289592760185,0.34432056088417157,Circulatory
destabilising,12836,-1.3558741040822686,1.1075073148655021,43.0634006345659,0.12463090170633771,0.14635950036887635,0.3498463271022564,0.044406357120598317,0.014880024929884699,0.03466812090994079,0.005141788719227174,0.31247869906032427,Destabilising
line_breaking,7507,4.488743839083522,0.9298291765600449,33.675343865860555,0.5888206074915734,0.5767819631956475,0.3607199609355981,0.14319968029838817,0.0337018782469695,0.05221792993206341,0.007326495271080325,0.18274989045231024,Line-breaking
space_expanding,6591,-1.5522682445759368,4.964311183800915,16.865637022378998,0.189797908374284,0.1531570994296907,0.5388225382033366,0.11197086936731906,0.040661508117129416,0.03519951448945532,0.004096495220755576,0.16045084960319392,Space-expanding
