passer_name,team_name,n_passes,mean_tiv,total_tiv,mean_lbs,mean_sgm,mean_sdi,final_third_prob,box_entry_prob,shot_prob,goal_prob,circulatory,destabilising,line_breaking,space_expanding,dominant_pass_type,player_label
Jan Vertonghen,Belgium,225,0.12833613223241036,28.87562975229233,0.9511111111111111,1.6922288522833764,27.47298601373738,0.03111111111111111,0.02666666666666667,0.0044444444444444444,0.0044444444444444444,0.3422222222222222,0.3288888888888889,0.2,0.1288888888888889,circulatory,Jan Vertonghen (Belgium)
Kalidou Koulibaly,Senegal,133,0.21665376466351635,28.814950700247675,1.8421052631578947,2.0729693093412327,20.28283518215997,0.12030075187969924,0.015037593984962405,0.022556390977443608,0.0,0.2781954887218045,0.18045112781954886,0.3383458646616541,0.20300751879699247,line_breaking,Kalidou Koulibaly (Senegal)
Milos Veljkovic,Serbia,75,0.38081569362989603,28.5611770222422,0.9866666666666667,2.607268145780096,37.64051785575759,0.12,0.013333333333333334,0.02666666666666667,0.0,0.13333333333333333,0.37333333333333335,0.25333333333333335,0.24,destabilising,Milos Veljkovic (Serbia)
Manuel Akanji,Switzerland,200,0.14227273522902933,28.454547045805867,1.32,1.617190255841381,22.920127172272718,0.07,0.015,0.0,0.0,0.335,0.295,0.245,0.125,circulatory,Manuel Akanji (Switzerland)
Jakub Kiwior,Poland,129,0.21583347702060307,27.842518535657796,1.1085271317829457,1.8290420292336074,24.45017085658913,0.06976744186046512,0.06201550387596899,0.023255813953488372,0.0,0.24031007751937986,0.3178294573643411,0.24806201550387597,0.1937984496124031,destabilising,Jakub Kiwior (Poland)
Tyler Adams,United States,204,0.13553459458079534,27.64905729448225,0.4019607843137255,2.2984256449639795,22.567012966577558,0.06372549019607843,0.05392156862745098,0.024509803921568627,0.004901960784313725,0.27450980392156865,0.28921568627450983,0.19607843137254902,0.24019607843137256,destabilising,Tyler Adams (United States)
Romain Saïss,Morocco,138,0.19431300878391755,26.815195212180623,1.4565217391304348,1.6542283968357112,26.949020432806318,0.07971014492753623,0.036231884057971016,0.007246376811594203,0.0,0.30434782608695654,0.2971014492753623,0.2608695652173913,0.13768115942028986,circulatory,Romain Saïss (Morocco)
Walker Zimmerman,United States,186,0.1435591211109096,26.701996526629188,0.9139784946236559,2.054830057722142,21.325532342375364,0.10215053763440861,0.0,0.005376344086021506,0.005376344086021506,0.3064516129032258,0.34408602150537637,0.1881720430107527,0.16129032258064516,destabilising,Walker Zimmerman (United States)
Fabian Schär,Switzerland,54,0.4937126602897144,26.660483655644576,1.2777777777777777,2.837022719228937,32.99971133333335,0.1111111111111111,0.018518518518518517,0.037037037037037035,0.0,0.14814814814814814,0.2777777777777778,0.24074074074074073,0.3333333333333333,space_expanding,Fabian Schär (Switzerland)
Yuto Nagatomo,Japan,61,0.43467836369957613,26.515380185674143,1.3934426229508197,1.2838374813361382,41.16367211624438,0.08196721311475409,0.03278688524590164,0.0,0.0,0.01639344262295082,0.4918032786885246,0.36065573770491804,0.13114754098360656,destabilising,Yuto Nagatomo (Japan)
Jules Kounde,France,175,0.1469647027429979,25.71882298002463,1.8514285714285714,1.344381464581173,22.85718478337663,0.06285714285714286,0.017142857142857144,0.05142857142857143,0.017142857142857144,0.2857142857142857,0.2742857142857143,0.35428571428571426,0.08571428571428572,line_breaking,Jules Kounde (France)
Sergio Busquets,Spain,231,0.11045055504313116,25.5140782149633,0.27705627705627706,1.7662773035448434,23.156864581857516,0.030303030303030304,0.021645021645021644,0.05627705627705628,0.012987012987012988,0.30303030303030304,0.30303030303030304,0.1774891774891775,0.21645021645021645,circulatory,Sergio Busquets (Spain)
Danilo Pereira,Portugal,66,0.3809069471946045,25.139858514843898,2.090909090909091,1.7643063311590725,36.01656166942148,0.3333333333333333,0.0,0.015151515151515152,0.0,0.09090909090909091,0.2878787878787879,0.3939393939393939,0.22727272727272727,line_breaking,Danilo Pereira (Portugal)
Marquinhos,Brazil,302,0.08068712828211361,24.367512741198308,1.4304635761589404,1.3022821379949403,23.528422166315472,0.10264900662251655,0.023178807947019868,0.033112582781456956,0.006622516556291391,0.3973509933774834,0.304635761589404,0.2152317880794702,0.08278145695364239,circulatory,Marquinhos (Brazil)
Declan Rice,England,274,0.08663754565598687,23.7386875097404,-0.1386861313868613,2.3067947483966216,20.554823541030757,0.058394160583941604,0.025547445255474453,0.014598540145985401,0.0,0.24452554744525548,0.3175182481751825,0.12043795620437957,0.3175182481751825,destabilising,Declan Rice (England)
Harry Souttar,Australia,126,0.18734698439817907,23.605720034170563,1.7619047619047619,1.6528226815227978,22.41786440692642,0.0873015873015873,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.35714285714285715,0.19047619047619047,0.29365079365079366,0.15873015873015872,circulatory,Harry Souttar (Australia)
César Montes,Mexico,153,0.1535663642749168,23.49565373406227,0.9673202614379085,2.1670613201735898,19.34155232857992,0.0457516339869281,0.0392156862745098,0.0,0.0,0.29411764705882354,0.3137254901960784,0.13071895424836602,0.26143790849673204,destabilising,César Montes (Mexico)
Steven Vitoria,Canada,142,0.16084392169056855,22.839836880060734,1.6267605633802817,1.6545040892155962,22.463288442061454,0.07042253521126761,0.035211267605633804,0.014084507042253521,0.007042253521126761,0.39436619718309857,0.21830985915492956,0.2676056338028169,0.11971830985915492,circulatory,Steven Vitoria (Canada)
Jean-Charles Castelletto,Cameroon,61,0.37100796062718955,22.631485598258564,2.377049180327869,2.760226521921227,24.445957051415807,0.06557377049180328,0.06557377049180328,0.03278688524590164,0.01639344262295082,0.2786885245901639,0.04918032786885246,0.4426229508196721,0.22950819672131148,line_breaking,Jean-Charles Castelletto (Cameroon)
Kyle Walker,England,107,0.2079731386228673,22.2531258326468,1.2990654205607477,1.25045711827005,28.82924062404421,0.11214953271028037,0.037383177570093455,0.028037383177570093,0.0,0.21495327102803738,0.40186915887850466,0.3177570093457944,0.06542056074766354,destabilising,Kyle Walker (England)
Woo-young Jung,South Korea,144,0.15412918842092982,22.194603132613892,-0.3541666666666667,1.7783547268486144,30.83703790656567,0.10416666666666667,0.034722222222222224,0.034722222222222224,0.0,0.1875,0.5,0.125,0.1875,destabilising,Woo-young Jung (South Korea)
Nikola Milenkovic,Serbia,125,0.17183376592096267,21.479220740120333,1.672,2.0213830507835686,20.365481299272716,0.128,0.032,0.016,0.0,0.24,0.256,0.344,0.16,line_breaking,Nikola Milenkovic (Serbia)
Rodri,Spain,603,0.03534830820882002,21.31502984991847,0.8407960199004975,1.6997021549117457,20.388954514623858,0.13432835820895522,0.014925373134328358,0.028192371475953566,0.003316749585406302,0.4096185737976783,0.296849087893864,0.15754560530679934,0.13598673300165837,circulatory,Rodri (Spain)
Ricardo Rodriguez,Switzerland,117,0.18116035934702723,21.195762043602187,1.452991452991453,1.1292612930497892,29.1184923904429,0.08547008547008547,0.02564102564102564,0.008547008547008548,0.0,0.24786324786324787,0.3418803418803419,0.3333333333333333,0.07692307692307693,destabilising,Ricardo Rodriguez (Switzerland)
Nahuel Molina,Argentina,183,0.11392488284585758,20.84825356079194,1.3114754098360655,1.110801638976652,30.151571597367102,0.08743169398907104,0.04371584699453552,0.0546448087431694,0.01639344262295082,0.29508196721311475,0.2786885245901639,0.3442622950819672,0.08196721311475409,line_breaking,Nahuel Molina (Argentina)
Pau Torres,Spain,167,0.12457637045281811,20.804253865620623,1.1976047904191616,1.4876339370461524,20.931907661404466,0.20958083832335328,0.011976047904191617,0.005988023952095809,0.0,0.24550898203592814,0.33532934131736525,0.2155688622754491,0.20359281437125748,destabilising,Pau Torres (Spain)
Aurélien Tchouaméni,France,330,0.06299874150377142,20.78958469624457,-0.08787878787878788,1.9430996358128798,24.14034651349864,0.05454545454545454,0.00909090909090909,0.024242424242424242,0.0,0.26666666666666666,0.32727272727272727,0.1696969696969697,0.23636363636363636,destabilising,Aurélien Tchouaméni (France)
Marten De Roon,Netherlands,80,0.2536785477031952,20.294283816255614,-0.2,1.9473791174656008,40.18116378636367,0.0625,0.075,0.025,0.0,0.125,0.4,0.2,0.275,destabilising,Marten De Roon (Netherlands)
Josip Sutalo,Croatia,61,0.3233869879472962,19.72660626478507,1.3114754098360655,3.039625545555924,32.8283220804769,0.06557377049180328,0.0,0.0,0.0,0.2459016393442623,0.3114754098360656,0.22950819672131148,0.21311475409836064,destabilising,Josip Sutalo (Croatia)
Jurrien Timber,Netherlands,238,0.08091212771696066,19.257086396636637,1.0378151260504203,1.8188033541721491,21.12516418640183,0.08823529411764706,0.01680672268907563,0.008403361344537815,0.004201680672268907,0.42857142857142855,0.20588235294117646,0.18487394957983194,0.18067226890756302,circulatory,Jurrien Timber (Netherlands)
Stephen Eustaquio,Canada,56,0.3422256692052061,19.164637475491542,0.5714285714285714,1.6542843360740405,39.536907567370086,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.5,0.2857142857142857,0.14285714285714285,destabilising,Stephen Eustaquio (Canada)
Strahinja Pavlovic,Serbia,105,0.18218013432364288,19.128914103982503,2.1809523809523808,1.2970789022198532,27.382725057575755,0.1619047619047619,0.01904761904761905,0.009523809523809525,0.0,0.24761904761904763,0.20952380952380953,0.4380952380952381,0.10476190476190476,line_breaking,Strahinja Pavlovic (Serbia)
Atiba Hutchinson,Canada,79,0.2401991301506105,18.97573128189823,0.5189873417721519,2.2833476131815797,26.684871952243974,0.0759493670886076,0.012658227848101266,0.0379746835443038,0.0,0.0379746835443038,0.34177215189873417,0.26582278481012656,0.35443037974683544,space_expanding,Atiba Hutchinson (Canada)
Timothy Castagne,Belgium,140,0.12641018350886443,17.69742569124102,1.8571428571428572,1.0535078064515102,26.50223254772729,0.04285714285714286,0.03571428571428571,0.007142857142857143,0.0,0.30714285714285716,0.2714285714285714,0.37142857142857144,0.05,line_breaking,Timothy Castagne (Belgium)
Alexis Mac Allister,Argentina,131,0.1349888328467023,17.683537102918002,-0.22137404580152673,1.6380884717561164,28.157591816446907,0.07633587786259542,0.022900763358778626,0.1297709923664122,0.022900763358778626,0.16030534351145037,0.4580152671755725,0.1984732824427481,0.183206106870229,destabilising,Alexis Mac Allister (Argentina)
Kendall Waston,Costa Rica,55,0.31509713283731206,17.330342306052163,1.6,1.9853472214891608,24.878053429752036,0.0,0.0,0.01818181818181818,0.0,0.21818181818181817,0.2909090909090909,0.2727272727272727,0.21818181818181817,destabilising,Kendall Waston (Costa Rica)
Kamil Glik,Poland,109,0.15592600582699395,16.99593463514234,1.0091743119266054,1.6747524993452132,24.085880888657165,0.027522935779816515,0.027522935779816515,0.009174311926605505,0.0,0.3211009174311927,0.3486238532110092,0.2018348623853211,0.12844036697247707,destabilising,Kamil Glik (Poland)
Min Jae Kim,South Korea,136,0.12386090893601812,16.845083615298464,1.8308823529411764,1.1951636256058393,21.93238986263369,0.04411764705882353,0.022058823529411766,0.007352941176470588,0.0,0.34558823529411764,0.25,0.3014705882352941,0.10294117647058823,circulatory,Min Jae Kim (South Korea)
Ethan Ampadu,Wales,66,0.25442152068893437,16.79182036546967,0.696969696969697,1.6213765215564415,32.979240062672176,0.015151515151515152,0.0,0.07575757575757576,0.0,0.18181818181818182,0.42424242424242425,0.2878787878787879,0.10606060606060606,destabilising,Ethan Ampadu (Wales)
Héctor Moreno,Mexico,143,0.11614913669086764,16.609326546794072,1.0909090909090908,2.015581155998156,20.563916721233316,0.027972027972027972,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.3006993006993007,0.3076923076923077,0.16783216783216784,0.22377622377622378,destabilising,Héctor Moreno (Mexico)
Thomas Meunier,Belgium,63,0.2606870549249235,16.42328446027018,1.9841269841269842,1.156080028256075,29.236861857142898,0.12698412698412698,0.07936507936507936,0.047619047619047616,0.0,0.19047619047619047,0.36507936507936506,0.3492063492063492,0.09523809523809523,destabilising,Thomas Meunier (Belgium)
Rasmus Kristensen,Denmark,85,0.19275714710815647,16.3843575041933,0.7529411764705882,1.0200204867187195,36.988591004812825,0.09411764705882353,0.03529411764705882,0.023529411764705882,0.011764705882352941,0.2,0.4588235294117647,0.3058823529411765,0.03529411764705882,destabilising,Rasmus Kristensen (Denmark)
