passer_name,receiver_name,team_name,duo_passes,duo_mean_tiv,duo_total_tiv,mean_lbs,mean_sgm,mean_sdi,final_third_prob,box_entry_prob,shot_prob,goal_prob,passer_n_passes,passer_mean_tiv,passer_total_tiv,delta_tiv,duo_label,is_stable_duo
Marco Asensio,Unai Simon,Spain,1,1.0293399787343869,1.0293399787343869,-5.0,20.532850892359946,57.972176590909065,1.0,0.0,0.0,0.0,69,-0.2190131191050438,-15.111905218248022,1.2483530978394306,Marco Asensio → Unai Simon,False
Ko Itakura,Daizen Maeda,Japan,1,1.3667473064036857,1.3667473064036857,9.0,1.036655861607828,50.263463999999715,0.0,0.0,0.0,0.0,96,0.12203006939305383,11.714886661733168,1.2447172370106319,Ko Itakura → Daizen Maeda,False
Jose Gimenez,Luis Suarez,Uruguay,2,1.2098064521098149,2.4196129042196297,8.0,1.5005190675827798,33.4785005454546,0.0,0.0,0.0,0.0,126,-0.0016630651282240252,-0.20954620615622718,1.211469517238039,Jose Gimenez → Luis Suarez,False
Danilo,Raphinha,Brazil,1,1.16864017884045,1.16864017884045,6.0,1.5329874781194337,55.6949144545452,0.0,0.0,0.0,0.0,154,-0.042306349127555216,-6.515177765643503,1.2109465279680052,Danilo → Raphinha,False
Edinson Cavani,Matias Vecino,Uruguay,1,0.6462153394456741,0.6462153394456741,3.0,0.9591673858785827,41.21238604545447,0.0,0.0,0.0,0.0,19,-0.5458247847240348,-10.370670909756662,1.192040124169709,Edinson Cavani → Matias Vecino,False
Achraf Dari,Selim Amallah,Morocco,1,1.0690654123263423,1.0690654123263423,6.0,1.394597990660949,40.31016259090884,0.0,0.0,0.0,0.0,82,-0.12131568104128769,-9.94788584538559,1.19038109336763,Achraf Dari → Selim Amallah,False
Youssouf Fofana,Olivier Giroud,France,1,1.0818915015638748,1.0818915015638748,9.0,0.2708085213960803,39.772411909090934,0.0,0.0,0.0,0.0,75,-0.10297417014221984,-7.723062760666488,1.1848656717060946,Youssouf Fofana → Olivier Giroud,False
Hee-chan Hwang,Gue-sung Cho,South Korea,1,0.440750636633859,0.440750636633859,3.0,0.7068999184575426,22.03845172727275,0.0,0.0,0.0,0.0,35,-0.734778889158395,-25.717261120543824,1.175529525792254,Hee-chan Hwang → Gue-sung Cho,False
Randal Kolo Muani,Youssouf Fofana,France,1,0.5634121097068167,0.5634121097068167,-4.0,4.566564707167511,87.66512163636354,0.0,0.0,0.0,0.0,23,-0.6057648031556117,-13.932590472579069,1.1691769128624283,Randal Kolo Muani → Youssouf Fofana,False
Mikkel Damsgaard,Kasper Dolberg,Denmark,1,0.8908112986790454,0.8908112986790454,10.0,0.3547723189293542,8.429347227272615,0.0,1.0,0.0,0.0,40,-0.2778532201658157,-11.114128806632628,1.168664518844861,Mikkel Damsgaard → Kasper Dolberg,False
Youssouf Sabaly,Famara Diedhiou,Senegal,1,0.9908642497955018,0.9908642497955018,6.0,0.3288626650004787,104.42966918181828,0.0,0.0,0.0,0.0,144,-0.17708323304348814,-25.499985558262292,1.16794748283899,Youssouf Sabaly → Famara Diedhiou,False
Salem Al-Dawsari,Saleh Al-Shehri,Saudi Arabia,3,0.8205972106955297,2.461791632086589,3.3333333333333335,1.8925674974585283,48.23634656060631,0.0,0.3333333333333333,0.0,0.0,62,-0.340362759555159,-21.102491092419857,1.1609599702506888,Salem Al-Dawsari → Saleh Al-Shehri,False
Hiroki Sakai,Junya Ito,Japan,2,1.1220615613416265,2.244123122683253,6.0,1.417791960132631,57.915972545454764,0.0,0.0,0.0,0.0,10,-0.034165309861874424,-0.34165309861874427,1.1562268712035009,Hiroki Sakai → Junya Ito,False
Nikola Vlasic,Luka Modric,Croatia,1,0.6928993903341728,0.6928993903341728,0.0,1.948475970382127,89.67666845454544,0.0,0.0,0.0,0.0,35,-0.45896982922135426,-16.0639440227474,1.1518692195555271,Nikola Vlasic → Luka Modric,False
Axel Witsel,Michy Batshuayi,Belgium,1,1.0453676587792533,1.0453676587792533,6.0,1.5515116232218775,31.41231918181775,0.0,0.0,0.0,0.0,142,-0.09301157825832396,-13.207644112682003,1.1383792370375772,Axel Witsel → Michy Batshuayi,False
Victor Nelsson,Andreas Cornelius,Denmark,2,1.1806855027062482,2.3613710054124963,8.5,0.4040182797929173,66.5416157045455,0.5,0.0,0.0,0.0,63,0.04326837069230952,2.7259073536155,1.1374171320139386,Victor Nelsson → Andreas Cornelius,False
