passer_name,receiver_name,team_name,duo_passes,duo_mean_tiv,duo_total_tiv,mean_lbs,mean_sgm,mean_sdi,final_third_prob,box_entry_prob,shot_prob,goal_prob,passer_n_passes,passer_mean_tiv,passer_total_tiv,delta_tiv,duo_label,is_stable_duo
Ethan Ampadu,Aaron Ramsey,Wales,8,0.4462501788602439,3.570001430881951,1.625,0.8109058299010307,50.24536931818184,0.0,0.0,0.125,0.0,66,0.25442152068893437,16.79182036546967,0.1918286581713095,Ethan Ampadu → Aaron Ramsey,False
Timothy Weah,Yunus Musah,United States,10,0.1474276874800298,1.474276874800298,-2.2,2.070365305475847,44.03757593181829,0.0,0.0,0.1,0.0,67,-0.0443936322434172,-2.9743733603089524,0.191821319723447,Timothy Weah → Yunus Musah,True
Abdou Diallo,Famara Diedhiou,Senegal,2,0.32249183563766165,0.6449836712753233,3.5,1.0773876595073977,25.383655772727213,0.5,0.0,0.0,0.0,117,0.13070774859895193,15.292806586077376,0.19178408703870972,Abdou Diallo → Famara Diedhiou,False
João Cancelo,Rúben Neves,Portugal,10,0.057207427231583785,0.5720742723158379,-1.1,0.6739968286763254,36.536778240909086,0.0,0.0,0.0,0.0,162,-0.13432785113012918,-21.76111188308093,0.19153527836171297,João Cancelo → Rúben Neves,True
Weston McKennie,Josh Sargent,United States,6,0.3889633645850717,2.3337801875104303,2.1666666666666665,0.8315924110455425,32.57120948484857,0.3333333333333333,0.0,0.16666666666666666,0.0,78,0.19760285800042093,15.413022924032832,0.19136050658465076,Weston McKennie → Josh Sargent,False
Haji Wright,Yunus Musah,United States,4,-0.5137167905356316,-2.0548671621425263,-3.75,1.809964111170931,8.767638636363653,0.0,0.0,0.0,0.0,16,-0.7050205278928134,-11.280328446285015,0.19130373735718187,Haji Wright → Yunus Musah,False
Nico Williams,Sergio Busquets,Spain,4,-0.2439835638462695,-0.975934255385078,-3.5,1.4255420990782304,32.36824103409097,0.0,0.0,0.0,0.0,43,-0.4352160468504197,-18.714290014568046,0.1912324830041502,Nico Williams → Sergio Busquets,False
Mohamed Drager,Ellyes Skhiri,Tunisia,3,0.28044202719926187,0.8413260815977855,0.0,1.453871952900861,37.36398189393949,0.0,0.0,0.0,0.0,14,0.0896678995449057,1.2553505936286797,0.19077412765435617,Mohamed Drager → Ellyes Skhiri,False
Pedro Miguel,Homam Ahmed,Qatar,1,0.2613341944949087,0.2613341944949087,2.0,0.5229939609420642,20.700672545454424,0.0,0.0,0.0,0.0,48,0.07064342808230067,3.3908845479504324,0.19069076641260801,Pedro Miguel → Homam Ahmed,False
Hiroki Sakai,Ko Itakura,Japan,1,0.1560826690530641,0.1560826690530641,0.0,0.2776988917081067,51.52485659090912,0.0,0.0,0.0,0.0,10,-0.034165309861874424,-0.34165309861874427,0.1902479789149385,Hiroki Sakai → Ko Itakura,False
Jude Bellingham,Kyle Walker,England,6,0.12372087499259055,0.7423252499555433,-2.3333333333333335,3.102338312982166,26.70323123484852,0.16666666666666666,0.0,0.16666666666666666,0.0,199,-0.06641639211652388,-13.216862031188253,0.19013726710911444,Jude Bellingham → Kyle Walker,False
Thilo Kehrer,Serge Gnabry,Germany,4,0.6769097740162933,2.707639096065173,3.25,1.4568796984303252,45.83519521590902,0.0,0.0,0.0,0.0,12,0.4869088348017248,5.842906017620698,0.19000093921456845,Thilo Kehrer → Serge Gnabry,False
Stefan Mitrović,Marko Grujic,Serbia,2,0.3669919726053143,0.7339839452106286,3.0,5.2142449814684815,0.0,0.0,0.0,0.0,0.0,14,0.17703054175268623,2.478427584537607,0.18996143085262807,Stefan Mitrović → Marko Grujic,False
Stefan Mitrović,Nemanja Maksimovic,Serbia,2,0.3669919726053143,0.7339839452106286,3.0,5.2142449814684815,0.0,0.0,0.0,0.0,0.0,14,0.17703054175268623,2.478427584537607,0.18996143085262807,Stefan Mitrović → Nemanja Maksimovic,False
Cristiano Ronaldo,Raphaël Guerreiro,Portugal,3,0.12643409975384254,0.3793022992615276,-4.0,3.756028819161653,20.724706621212135,0.0,0.0,0.3333333333333333,0.0,41,-0.06349802701596208,-2.603419107654445,0.18993212676980462,Cristiano Ronaldo → Raphaël Guerreiro,False
Raphael Varane,Adrien Rabiot,France,8,0.38493116578828346,3.0794493263062677,3.25,1.1260353217515395,17.99654784090911,0.25,0.0,0.0,0.0,210,0.19502743060311006,40.955760426653114,0.1899037351851734,Raphael Varane → Adrien Rabiot,False
Alexis Mac Allister,Lionel Messi,Argentina,17,0.32471761787441505,5.520199503865056,2.4705882352941178,1.9001337720339406,16.2137047486631,0.058823529411764705,0.0,0.35294117647058826,0.058823529411764705,131,0.1349888328467023,17.683537102918002,0.18972878502771276,Alexis Mac Allister → Lionel Messi,True
Chris Mepham,Joe Allen,Wales,6,0.236580064402921,1.419480386417526,1.3333333333333333,2.035450441513141,25.191665651515084,0.0,0.0,0.16666666666666666,0.0,127,0.046911463124008165,5.957755816749037,0.18966860127891283,Chris Mepham → Joe Allen,False
Pierre Kunde,Nouhou Tolo,Cameroon,1,0.4590797157050705,0.4590797157050705,0.0,2.445136315250504,22.05808281818177,0.0,0.0,0.0,0.0,18,0.26996741875201735,4.859413537536312,0.18911229695305315,Pierre Kunde → Nouhou Tolo,False
Dani Alves,Ederson,Brazil,1,0.0491826375116329,0.0491826375116329,0.0,5.352173282140382,0.0,0.0,0.0,0.0,0.0,70,-0.13989406960117895,-9.792584872082527,0.18907670711281185,Dani Alves → Ederson,False
Alireza Jahanbakhsh,Mehdi Taremi,Iran,2,0.3719253470359745,0.743850694071949,4.0,4.027799997839465,0.0,0.0,0.0,1.0,0.0,11,0.18285679677829203,2.0114247645612124,0.1890685502576825,Alireza Jahanbakhsh → Mehdi Taremi,False
Kalidou Koulibaly,Idrissa Gueye,Senegal,13,0.40569957536640716,5.274094479763293,3.3846153846153846,1.0505237780855141,29.110184940559442,0.23076923076923078,0.0,0.0,0.0,133,0.21665376466351635,28.814950700247675,0.1890458107028908,Kalidou Koulibaly → Idrissa Gueye,True
Alexis Mac Allister,Julian Alvarez,Argentina,8,0.3240282443988123,2.5922259551904983,2.125,0.885887137773856,32.58300413068175,0.125,0.0,0.375,0.0,131,0.1349888328467023,17.683537102918002,0.18903941155211,Alexis Mac Allister → Julian Alvarez,False
Daichi Kamada,Junya Ito,Japan,9,-0.019415803171816633,-0.1747422285463497,-1.7777777777777777,1.3754060201572906,39.523523297979814,0.0,0.0,0.2222222222222222,0.1111111111111111,60,-0.20812303409266544,-12.487382045559926,0.18870723092084882,Daichi Kamada → Junya Ito,False
Ellyes Skhiri,Dylan Bronn,Tunisia,2,0.2333812244831632,0.4667624489663264,-2.5,8.284369729627514,12.483999068181795,0.0,0.0,0.0,0.0,94,0.04496171455825115,4.226401168475608,0.18841950992491205,Ellyes Skhiri → Dylan Bronn,False
Neymar,Raphinha,Brazil,3,0.2939873896648247,0.8819621689944741,-3.0,2.162140107047888,69.95869860606051,0.3333333333333333,0.0,0.0,0.0,74,0.10595597492627165,7.840742144544103,0.18803141473855303,Neymar → Raphinha,False
João Cancelo,Matheus Nunes,Portugal,5,0.05333825327545257,0.26669126637726287,2.2,1.081830029545087,13.342506963636442,0.0,0.0,0.0,0.0,162,-0.13432785113012918,-21.76111188308093,0.18766610440558176,João Cancelo → Matheus Nunes,False
Rodrigo de Paul,Exequiel Palacios,Argentina,1,0.113693081054045,0.113693081054045,5.0,1.3873327050854385,0.0,1.0,0.0,0.0,0.0,374,-0.07377591321641787,-27.592191542940284,0.18746899427046287,Rodrigo de Paul → Exequiel Palacios,False
Lisandro Martinez,Emiliano Martínez,Argentina,7,0.14787792105818867,1.0351454474073207,-1.8571428571428572,4.963111649845311,22.028376512986956,0.2857142857142857,0.14285714285714285,0.0,0.0,103,-0.038816546735385586,-3.9981043137447156,0.18669446779357426,Lisandro Martinez → Emiliano Martínez,False
Young-gwon Kim,Chang-hoon Kwon,South Korea,2,0.42042568975663097,0.8408513795132619,4.0,1.1802199008266006,7.904826159090906,0.0,0.0,0.0,0.0,154,0.2337518508063978,35.99778502418526,0.18667383895023318,Young-gwon Kim → Chang-hoon Kwon,False
Matty Cash,Wojciech Szczesny,Poland,5,0.2372364708442083,1.1861823542210415,-0.4,3.25034360093312,16.487026745454624,0.0,0.2,0.0,0.0,89,0.0505762802912153,4.501288945918162,0.186660190552993,Matty Cash → Wojciech Szczesny,False
Danilo Pereira,Bruno Fernandes,Portugal,3,0.5675141656979789,1.7025424970939367,6.333333333333333,1.1519762917821006,40.96948142424246,1.0,0.0,0.0,0.0,66,0.3809069471946045,25.139858514843898,0.18660721850337436,Danilo Pereira → Bruno Fernandes,False
Guido Rodríguez,Alexis Mac Allister,Argentina,5,0.6282611868293834,3.1413059341469167,0.8,1.2330231369511666,95.90961403636372,0.0,0.0,0.0,0.0,32,0.44186686834795946,14.139739787134703,0.1863943184814239,Guido Rodríguez → Alexis Mac Allister,False
Remo Freuler,Rubén Vargas,Switzerland,9,0.25391790146363885,2.2852611131727496,0.0,1.3059830132086006,46.952772116161604,0.0,0.0,0.0,0.0,109,0.06758121224317444,7.366352134506014,0.18633668922046442,Remo Freuler → Rubén Vargas,False
Edimilson Fernandes,Granit Xhaka,Switzerland,6,-0.3168510566712076,-1.9011063400272457,1.0,1.605859452100119,0.0,0.0,0.0,0.0,0.0,46,-0.5031564624074686,-23.145197270743555,0.18630540573626098,Edimilson Fernandes → Granit Xhaka,False
Boualem Khoukhi,Assim Madibo,Qatar,16,0.13792576110128585,2.2068121776205736,3.0625,0.8721574689802495,17.61913438352275,0.0,0.0,0.0,0.0,134,-0.04826708149845474,-6.467788920792935,0.1861928425997406,Boualem Khoukhi → Assim Madibo,True
Kaoru Mitoma,Shogo Taniguchi,Japan,8,-0.2974349534595582,-2.379479627676466,0.5,1.4550557853847619,2.287970028409046,0.125,0.0,0.0,0.0,38,-0.483521155204166,-18.373803897758307,0.18608620174460777,Kaoru Mitoma → Shogo Taniguchi,False
Kai Havertz,Jamal Musiala,Germany,4,0.003025403936395901,0.012101615745583605,-1.5,1.1167433990977973,44.16110000000002,0.0,0.0,0.0,0.0,20,-0.1825745860609337,-3.651491721218674,0.18559998999732963,Kai Havertz → Jamal Musiala,False
Rodrigo Bentancur,Mathí­as Olivera,Uruguay,7,-0.11349301018470151,-0.7944510712929106,-2.5714285714285716,1.564322164690035,23.720163844155795,0.0,0.14285714285714285,0.14285714285714285,0.0,117,-0.2990056338991614,-34.98365916620188,0.1855126237144599,Rodrigo Bentancur → Mathí­as Olivera,False
Wahbi Khazri,Wajdi Kechrida,Tunisia,2,-0.18637183811232136,-0.3727436762246427,-6.0,1.9777005131962557,33.17096234090902,0.0,0.0,0.0,0.0,10,-0.37184220319192274,-3.7184220319192276,0.18547036507960138,Wahbi Khazri → Wajdi Kechrida,False
Harry Maguire,Jordan Pickford,England,22,0.2899343947835526,6.3785566852381566,-0.7272727272727273,6.900057202339091,14.537687524793368,0.36363636363636365,0.13636363636363635,0.0,0.0,308,0.10519238632844453,32.399254989160916,0.18474200845510808,Harry Maguire → Jordan Pickford,True
Azzedine Ounahi,Azzedine Ounahi,Morocco,2,0.2014876367993546,0.4029752735987092,0.0,1.0,66.91557529545432,0.0,0.0,0.0,0.0,183,0.016758790873761108,3.066858729898283,0.1847288459255935,Azzedine Ounahi → Azzedine Ounahi,False
Youssouf Fofana,Axel Disasi,France,6,0.08129665666223974,0.4877799399734385,-0.8333333333333334,1.6080193008832675,42.96034126515147,0.16666666666666666,0.0,0.0,0.0,75,-0.10297417014221984,-7.723062760666488,0.18427082680445958,Youssouf Fofana → Axel Disasi,False
Daniel Amartey,Tariq Lamptey,Ghana,4,0.2015067227892796,0.8060268911571185,1.25,1.345216594980571,17.609006238636404,0.0,0.0,0.0,0.0,110,0.017245650284659485,1.8970215313125431,0.18426107250462012,Daniel Amartey → Tariq Lamptey,False
Fred,Dani Alves,Brazil,5,0.2893887444123544,1.446943722061772,-1.4,2.5491676600030564,43.52460854545443,0.0,0.0,0.0,0.0,57,0.10525060199325684,5.9992843136156395,0.18413814241909757,Fred → Dani Alves,False
Celso Borges,Anthony Contreras,Costa Rica,1,0.3583240830746211,0.3583240830746211,3.0,0.7763748790726566,13.688561681818427,1.0,0.0,0.0,0.0,71,0.17425999968236658,12.372459977448028,0.18406408339225452,Celso Borges → Anthony Contreras,False
Youri Tielemans,Thorgan Hazard,Belgium,3,0.0316043204979468,0.0948129614938404,3.0,2.150752634206687,0.0,0.0,0.0,0.0,0.0,48,-0.1521599146576013,-7.303675903564862,0.18376423515554807,Youri Tielemans → Thorgan Hazard,False
Rodrigo de Paul,Julian Alvarez,Argentina,8,0.1099384440173247,0.8795075521385975,1.375,1.3852221262344224,26.817976272727325,0.0,0.0,0.125,0.0,374,-0.07377591321641787,-27.592191542940284,0.18371435723374258,Rodrigo de Paul → Julian Alvarez,False
Mattéo Guendouzi,Randal Kolo Muani,France,2,0.5912273452013661,1.1824546904027322,1.5,1.9206514405208157,31.762857863636384,0.0,0.0,0.0,0.0,9,0.4076752602395122,3.66907734215561,0.18355208496185388,Mattéo Guendouzi → Randal Kolo Muani,False
Ramin Rezaeian,Mehdi Taremi,Iran,7,0.10644471175290958,0.745112982270367,4.428571428571429,0.5990043214752999,14.67695489610391,0.2857142857142857,0.0,0.2857142857142857,0.0,47,-0.07704357077367203,-3.6210478263625854,0.18348828252658161,Ramin Rezaeian → Mehdi Taremi,False
Jawad El Yamiq,Hakim Ziyech,Morocco,11,0.2974610003855808,3.272071004241389,3.6363636363636362,0.6978653400489047,25.694679954545418,0.0,0.0,0.0,0.0,124,0.1140576819386568,14.143152560393442,0.18340331844692404,Jawad El Yamiq → Hakim Ziyech,True
Harry Maguire,Jordan Henderson,England,8,0.2885682438719588,2.3085459509756703,1.25,1.8175518196166387,30.44562929545461,0.0,0.0,0.0,0.0,308,0.10519238632844453,32.399254989160916,0.18337585754351426,Harry Maguire → Jordan Henderson,False
Pathe Ciss,Pape Gueye,Senegal,2,0.2862327477427866,0.5724654954855732,0.0,1.2095631553681498,47.42502902272727,0.0,0.0,0.0,0.0,38,0.10309009644096279,3.917423664756586,0.18314265130182383,Pathe Ciss → Pape Gueye,False
Iliman Ndiaye,Idrissa Gueye,Senegal,2,-0.0024662525464859975,-0.004932505092971995,-1.0,0.9609284773099912,17.851293954545568,0.0,0.0,0.0,0.0,17,-0.18555385132017885,-3.1544154724430404,0.18308759877369285,Iliman Ndiaye → Idrissa Gueye,False
Bartosz Bereszynski,Krystian Bielik,Poland,3,0.381464301247417,1.1443929037422509,2.6666666666666665,0.6304939071523686,23.89743306060625,0.0,0.0,0.0,0.0,64,0.19874238019394774,12.719512332412656,0.18272192105346924,Bartosz Bereszynski → Krystian Bielik,False
Darwin Nunez,Matias Vecino,Uruguay,2,0.01719441659325735,0.0343888331865147,-3.0,1.906006577403232,28.275968431818153,0.0,0.0,0.0,0.0,19,-0.16508866872111833,-3.1366847057012484,0.18228308531437568,Darwin Nunez → Matias Vecino,False
Andrija Zivkovic,Vanja Milinković-Savić,Serbia,1,0.4465227988848895,0.4465227988848895,-5.0,4.9009421702495155,74.60859168181807,1.0,0.0,0.0,0.0,34,0.2643614241256538,8.988288420272228,0.18216137475923572,Andrija Zivkovic → Vanja Milinković-Savić,False
Roozbeh Cheshmi,Ali Karimi,Iran,1,0.561271261378527,0.561271261378527,2.0,0.6137671677796143,70.75369972727277,0.0,0.0,0.0,0.0,7,0.37919026918204934,2.6543318842743453,0.18208099219647766,Roozbeh Cheshmi → Ali Karimi,False
Antoine Griezmann,Raphael Varane,France,7,0.0782165752351381,0.5475160266459667,-1.7142857142857142,1.6211473662493923,36.73443399350647,0.0,0.0,0.0,0.0,180,-0.10382699068968415,-18.688858324143148,0.18204356592482224,Antoine Griezmann → Raphael Varane,False
Aymeric Laporte,Daniel Carvajal,Spain,1,0.2174746995296541,0.2174746995296541,0.0,0.173235342437283,81.88715245454576,0.0,0.0,0.0,0.0,371,0.03578986836354111,13.278041162873752,0.18168483116611298,Aymeric Laporte → Daniel Carvajal,False
Luis Suarez,Matias Vecino,Uruguay,2,-0.1979740877414564,-0.3959481754829128,-4.0,0.8825513012318953,39.67867506818173,0.0,0.0,0.0,0.0,17,-0.3793071207503451,-6.4482210527558665,0.18133303300888873,Luis Suarez → Matias Vecino,False
Badr Benoun,Anass Zaroury,Morocco,1,-0.2608269042584853,-0.2608269042584853,2.0,1.1755536223670973,0.0,0.0,0.0,0.0,0.0,21,-0.44207785379741,-9.28363492974561,0.18125094953892468,Badr Benoun → Anass Zaroury,False
Bartosz Bereszynski,Nicola Zalewski,Poland,3,0.3799486142440364,1.1398458427321092,2.0,0.6551264034780381,33.7156671969698,0.0,0.0,0.0,0.0,64,0.19874238019394774,12.719512332412656,0.18120623405008868,Bartosz Bereszynski → Nicola Zalewski,False
Haji Wright,Christian Pulisic,United States,1,-0.5238672105271114,-0.5238672105271114,0.0,0.9903246984945986,0.0,0.0,0.0,0.0,0.0,16,-0.7050205278928134,-11.280328446285015,0.18115331736570206,Haji Wright → Christian Pulisic,False
Hannibal Mejbri,Yassine Meriah,Tunisia,1,-0.6234922743741429,-0.6234922743741429,-5.0,3.932305265954405,0.0,1.0,0.0,0.0,0.0,2,-0.8037536673095267,-1.6075073346190534,0.1802613929353838,Hannibal Mejbri → Yassine Meriah,False
Aurélien Tchouaméni,Eduardo Camavinga,France,11,0.24315969672339122,2.6747566639573033,1.0,3.0721042160315837,14.694170074380173,0.18181818181818182,0.0,0.0,0.0,330,0.06299874150377142,20.78958469624457,0.18016095521961978,Aurélien Tchouaméni → Eduardo Camavinga,True
Filip Kostic,Nemanja Maksimovic,Serbia,1,0.1898855753152593,0.1898855753152593,3.0,0.470813538315291,9.543547318181734,0.0,0.0,0.0,0.0,34,0.010053806432024493,0.34182941868883276,0.1798317688832348,Filip Kostic → Nemanja Maksimovic,False
Moises Caicedo,Jackson Porozo,Ecuador,1,0.1546974858379901,0.1546974858379901,-4.0,2.7004041035596105,34.59556163636347,0.0,0.0,0.0,0.0,98,-0.025060389303918473,-2.4559181517840103,0.17975787514190855,Moises Caicedo → Jackson Porozo,False
Yannick Carrasco,Eden Hazard,Belgium,4,0.14266888995600469,0.5706755598240187,1.25,0.8420685331598323,23.762726534090824,0.0,0.0,0.0,0.0,31,-0.03704195821388491,-1.148300704630432,0.17971084816988958,Yannick Carrasco → Eden Hazard,False
Thomas Partey,Inaki Williams,Ghana,3,0.10702921134138388,0.32108763402415164,4.333333333333333,0.8485761742128156,4.366829454545428,0.0,0.0,0.0,0.0,112,-0.07256640823641158,-8.127437722478097,0.17959561957779546,Thomas Partey → Inaki Williams,False
Mislav Orsic,Ivan Perisic,Croatia,6,-0.020058627288923634,-0.12035176373354181,-0.3333333333333333,1.6063705578833332,17.90876811363638,0.0,0.0,0.0,0.0,23,-0.19938947619250352,-4.585957952427581,0.1793308489035799,Mislav Orsic → Ivan Perisic,False
Ángel Di María,Nicolas Tagliafico,Argentina,4,0.09974266217984533,0.3989706487193813,-1.5,1.4256580383897823,38.99647342045465,0.0,0.0,0.0,0.0,79,-0.07947793038563614,-6.278756500465255,0.17922059256548145,Ángel Di María → Nicolas Tagliafico,False
Romain Saïss,Youssef En-Nesyri,Morocco,7,0.3722289196510023,2.605602437557016,5.0,0.6054503889044464,27.838076512987033,0.42857142857142855,0.0,0.0,0.0,138,0.19431300878391755,26.815195212180623,0.17791591086708475,Romain Saïss → Youssef En-Nesyri,False
Youssouf Fofana,Antoine Griezmann,France,7,0.07451184276629878,0.5215828993640915,4.571428571428571,0.723899515872709,7.443869590909078,0.0,0.0,0.14285714285714285,0.0,75,-0.10297417014221984,-7.723062760666488,0.17748601290851862,Youssouf Fofana → Antoine Griezmann,False
Krystian Bielik,Jakub Kaminski,Poland,2,-0.05613986647296654,-0.11227973294593308,0.0,1.6557798039145708,19.187018386363643,0.0,0.0,0.5,0.0,78,-0.23346557470764223,-18.210314827196093,0.1773257082346757,Krystian Bielik → Jakub Kaminski,False
Carlos Rodríguez,Hirving Lozano,Mexico,4,-0.07360698292174161,-0.29442793168696646,1.25,3.0551604344902827,0.0,0.0,0.0,0.0,0.0,19,-0.2503215968028784,-4.75611033925469,0.1767146138811368,Carlos Rodríguez → Hirving Lozano,False
Luis Chávez,Hirving Lozano,Mexico,14,0.14003753601487787,1.96052550420829,1.0,1.1353637335831392,43.8166869090909,0.0,0.0,0.35714285714285715,0.0,87,-0.03666991225623336,-3.1902823662923026,0.17670744827111123,Luis Chávez → Hirving Lozano,True
Robert Lewandowski,Bartosz Bereszynski,Poland,6,-0.2733613917732837,-1.6401683506397022,-3.1666666666666665,1.3922142276226108,21.70306250757582,0.0,0.0,0.0,0.0,58,-0.450032871920686,-26.101906571399788,0.17667148014740225,Robert Lewandowski → Bartosz Bereszynski,False
Alexander Bah,Mikkel Damsgaard,Denmark,1,-0.1107090495343571,-0.1107090495343571,2.0,1.9484836498699936,0.0,0.0,0.0,0.0,0.0,26,-0.28721128792792894,-7.467493486126152,0.17650223839357182,Alexander Bah → Mikkel Damsgaard,False
Thiago Silva,Neymar,Brazil,15,0.35540295836858427,5.331044375528764,4.0,0.6037000310131027,24.870060684848486,0.13333333333333333,0.0,0.06666666666666667,0.0,267,0.17891580784729852,47.770520695228704,0.17648715052128575,Thiago Silva → Neymar,True
Jose Gimenez,Rodrigo Bentancur,Uruguay,20,0.17481945857127798,3.4963891714255597,2.8,1.6519155014615563,12.075225404545472,0.0,0.0,0.05,0.0,126,-0.0016630651282240252,-0.20954620615622718,0.17648252369950201,Jose Gimenez → Rodrigo Bentancur,True
Abdullah Madu,Salem Al-Dawsari,Saudi Arabia,1,-0.0640894383479333,-0.0640894383479333,4.0,1.079228315203702,0.0,0.0,0.0,0.0,0.0,4,-0.24041695431771404,-0.9616678172708562,0.17632751596978075,Abdullah Madu → Salem Al-Dawsari,False
Filip Mladenovic,Dusan Tadić,Serbia,1,0.369256262299299,0.369256262299299,0.0,0.7353263094115028,68.03116040909069,0.0,0.0,0.0,0.0,10,0.19298979164137714,1.9298979164137715,0.17626647065792184,Filip Mladenovic → Dusan Tadić,False
Lautaro Martinez,Lionel Messi,Argentina,6,-0.11641087173803531,-0.6984652304282118,0.6666666666666666,2.874713669648731,0.37918507575757393,0.0,0.0,0.3333333333333333,0.16666666666666666,33,-0.2926427765666128,-9.657211626698222,0.17623190482857748,Lautaro Martinez → Lionel Messi,False
Diogo Dalot,Vitinha,Portugal,5,0.175553390445375,0.877766952226875,2.4,0.5366220125938714,23.014667545454593,0.0,0.0,0.2,0.0,77,-0.0006539911190393133,-0.05035731616602712,0.17620738156441432,Diogo Dalot → Vitinha,False
Mohammed Salisu,Salis Abdul Samed,Ghana,8,0.1572104281679567,1.2576834253436535,1.75,0.7197543372319989,27.762611568181896,0.0,0.0,0.125,0.0,88,-0.018944561936379337,-1.6671214504013818,0.17615499010433602,Mohammed Salisu → Salis Abdul Samed,False
Mohammed Al-Burayk,Saud Abdulhamid,Saudi Arabia,1,0.6572697951490452,0.6572697951490452,3.0,0.5271329498966244,75.21821545454561,1.0,0.0,0.0,0.0,24,0.4812006913069868,11.548816591367682,0.17606910384205837,Mohammed Al-Burayk → Saud Abdulhamid,False
Bernardo Silva,Nuno Mendes,Portugal,1,0.2541598563729027,0.2541598563729027,-1.0,1.3578749215674633,33.56860172727295,0.0,0.0,0.0,0.0,193,0.07809124971630094,15.071611195246081,0.1760686066566018,Bernardo Silva → Nuno Mendes,False
Matias Vecino,Nicolas De La Cruz,Uruguay,3,0.2529138021802309,0.7587414065406928,4.0,2.9510008121753057,0.0,0.0,0.0,0.3333333333333333,0.0,52,0.0775011529748924,4.030059954694405,0.1754126492053385,Matias Vecino → Nicolas De La Cruz,False
Sergej Milinković-Savić,Dušan Vlahović,Serbia,1,0.4008466088804239,0.4008466088804239,10.0,0.4083758331005718,0.0,0.0,0.0,0.0,0.0,53,0.2263600212302323,11.997081125202312,0.1744865876501916,Sergej Milinković-Savić → Dušan Vlahović,False
João Cancelo,Vitinha,Portugal,13,0.04015479247311049,0.5220123021504364,1.1538461538461537,1.1221131292079962,26.64519084965031,0.0,0.0,0.07692307692307693,0.0,162,-0.13432785113012918,-21.76111188308093,0.17448264360323967,João Cancelo → Vitinha,True
Riley McGree,Harry Souttar,Australia,1,0.3849667980001087,0.3849667980001087,-1.0,2.075496734094144,33.50810254545453,0.0,0.0,0.0,0.0,40,0.2110467195669275,8.4418687826771,0.1739200784331812,Riley McGree → Harry Souttar,False
Victor Nelsson,Christian Eriksen,Denmark,9,0.21714898000841482,1.9543408200757333,1.4444444444444444,3.3602327894023722,13.963325954545496,0.6666666666666666,0.0,0.0,0.0,63,0.04326837069230952,2.7259073536155,0.1738806093161053,Victor Nelsson → Christian Eriksen,False
In-beom Hwang,Woo-young Jung,South Korea,17,0.2524402286824287,4.291483887601288,-0.35294117647058826,1.577757400003108,41.24007596524069,0.0,0.0,0.0,0.0,163,0.07869558751037357,12.827380764190892,0.17374464117205513,In-beom Hwang → Woo-young Jung,True
Rasmus Kristensen,Mathias Jensen,Denmark,6,0.3662124160579976,2.1972744963479856,2.5,0.9663322288239605,27.79828349242418,0.16666666666666666,0.0,0.0,0.0,85,0.19275714710815647,16.3843575041933,0.17345526894984112,Rasmus Kristensen → Mathias Jensen,False
Leander Dendoncker,Jan Vertonghen,Belgium,13,0.23340225158071254,3.034229270549263,-2.3076923076923075,2.369267569586587,45.63726471678329,0.0,0.23076923076923078,0.0,0.0,100,0.059990026402518506,5.999002640251851,0.17341222517819405,Leander Dendoncker → Jan Vertonghen,True
José Cifuentes,Jhegson Méndez,Ecuador,4,-0.4125369906682674,-1.6501479626730695,0.0,1.49367049765186,0.0,0.0,0.0,0.0,0.0,23,-0.5857223760583207,-13.471614649341374,0.1731853853900533,José Cifuentes → Jhegson Méndez,False
Jean-Charles Castelletto,Pierre Kunde,Cameroon,2,0.5439710316782191,1.0879420633564383,2.0,0.5820675711109997,77.03271636363633,0.0,0.0,0.5,0.0,61,0.37100796062718955,22.631485598258564,0.1729630710510296,Jean-Charles Castelletto → Pierre Kunde,False
Milos Degenek,Mathew Ryan,Australia,7,0.20629018019736373,1.444031261381546,-1.2857142857142858,3.8564017167615154,21.747192227272706,0.2857142857142857,0.42857142857142855,0.0,0.0,39,0.03345155782938203,1.304610755345899,0.1728386223679817,Milos Degenek → Mathew Ryan,False
Koke,Carlos Soler,Spain,8,-0.2685308763456375,-2.1482470107651,3.0,0.7157138045587292,0.0,0.0,0.0,0.125,0.0,58,-0.4410747404618382,-25.582334946786617,0.1725438641162007,Koke → Carlos Soler,False
Darwin Nunez,Mathí­as Olivera,Uruguay,3,0.00690984824526449,0.02072954473579347,-5.0,2.306948172373122,61.693081803030346,0.0,0.0,0.0,0.0,19,-0.16508866872111833,-3.1366847057012484,0.17199851696638283,Darwin Nunez → Mathí­as Olivera,False
Jack Grealish,Marcus Rashford,England,4,-0.4443810545446123,-1.7775242181784492,1.25,0.8079159555218587,0.0,0.0,0.0,0.25,0.0,45,-0.6163639535403788,-27.736377909317042,0.17198289899576646,Jack Grealish → Marcus Rashford,False
Junya Ito,Daichi Kamada,Japan,3,0.013509345178903972,0.040528035536711915,3.3333333333333335,0.7093220364693585,8.463540757575814,0.0,0.0,0.0,0.0,43,-0.15833811703416373,-6.8085390324690405,0.1718474622130677,Junya Ito → Daichi Kamada,False
Hattan Bahebri,Riad Sharahili,Saudi Arabia,1,0.0115603598186787,0.0115603598186787,2.0,2.7768948683114347,0.0,0.0,0.0,0.0,0.0,4,-0.16000034417184017,-0.6400013766873607,0.17156070399051887,Hattan Bahebri → Riad Sharahili,False
